sample_idx,k0_1,k0_2,alpha_1,alpha_2,nn_ensemble_cd_nrmse,nn_ensemble_pc_nrmse,rbf_baseline_cd_nrmse,rbf_baseline_pc_nrmse,pod_rbf_log_cd_nrmse,pod_rbf_log_pc_nrmse,pod_rbf_nolog_cd_nrmse,pod_rbf_nolog_pc_nrmse,gp_fixed_cd_nrmse,gp_fixed_pc_nrmse,pce_cd_nrmse,pce_pc_nrmse
518,0.045610815413813975,0.0007222018356166202,0.7729211410810303,0.611139826396762,0.006600115246151083,0.01381561764457974,0.010930010585213184,0.020264566964730432,0.010263397673759785,0.019212070772981232,0.007701677335202201,0.018077217142340587,0.00025230677346542766,0.009586885790514402,0.012190098458578907,0.11600248296823913
3143,0.011614461544088732,3.7307064203367083e-05,0.4448132719704467,0.5915898838634915,0.005436055921248761,0.021116199295314577,0.012510589302299731,0.020137555821109213,0.004186467535957384,0.03672186442486988,0.0033679628168908713,0.03907055363395155,0.008397328276027743,0.026831774648955323,0.003680822106343718,0.1532528725605106
1052,3.471295609692092e-05,0.000952553551882208,0.784528060164238,0.6815103969771757,0.025589273790867454,0.06998529791498911,0.09197160091104525,0.13285398629676057,0.050249318714749705,0.08178028232395933,0.050874209786260643,0.08283636051106429,0.03250770052575549,0.05609820476000848,0.058460472968384344,0.26510539158661606
293,5.394418368467829e-05,0.0010380357331332363,0.7253015891794355,0.7378972929358324,0.020738609149084083,0.23791656261723046,0.017287479336706844,0.1923316345073395,0.01620304133624399,0.5130709497035577,0.01630233527629354,0.5324165650904042,0.026264278607593002,0.19550316291232148,0.04811535415144613,2.710472164391899
1290,2.9998804995075747e-06,0.00096804426983478,0.8615435676360754,0.600626381074685,0.03120444772920294,0.06855832692320539,0.0948397666529291,0.1430087339875803,0.056740218782475364,0.12569695522661198,0.05789416887722795,0.120536328227899,0.036361119066376006,0.09346803864029404,0.05598117535854579,0.19828749713756066
1646,3.6730939944719764e-05,2.420241145141861e-07,0.42754787839210817,0.19909512766786758,0.062334688805654764,0.0578879980669552,0.041489871591086025,0.0406166717588326,0.04225382370669746,0.04456288484729596,0.041713795630696264,0.04311350808260221,0.0746881753115745,0.047421198961268375,0.09369881618009072,0.08814797036982773
1101,1.688966725956399e-06,0.003923559774977067,0.3834100077308604,0.5392568478165644,0.02285569676839432,0.27040889809112706,0.08791568698299826,0.1430268794780432,0.06033502726250746,0.2067724848381585,0.06049569226921227,0.21312413841872194,0.03626431877133109,0.16435337315975754,0.07757074603464303,2.675095048165748
3378,5.913384704858674e-05,0.0007708672053768167,0.6594614240602314,0.26976262443275956,0.21412406846727694,0.21344195238790659,0.21441411992962212,0.2119271580316783,0.21878697969968586,0.21579887813973106,0.21910747748298187,0.21567463764577935,0.20230128514118387,0.21784831059315202,0.20307110129834346,0.21169659398773338
719,0.002558543507902098,0.009351173747368498,0.803032126667069,0.2293518346266047,0.021531224665732488,0.03443738684375438,0.015762527818908183,0.016307772522092298,0.03194070844636141,0.030212942359253387,0.03187400798736323,0.02909544243102347,0.0187383761975801,0.017362571694274815,0.07476191064072357,0.14653688232249193
680,2.458820897604988e-06,0.000281074415821441,0.2427585609253837,0.44126353532639884,0.022184496972623428,0.27253681541048935,0.15235021192007644,0.10825172575323141,0.08865931834066548,0.25773658586741777,0.08896491409704563,0.28149185560825946,0.03351445796334039,0.15467689089062908,0.07296476362065273,1.5306772341865829
