problem,method,noise_std,seed,d_true,d_guess,phi_true,phi_guess,success,failure_reason,time_s,peak_rss_mib,objective,estimate,error_abs,error_rel,log_tail
infer_D,L-BFGS-B,0.02,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,True,,4.739218416001677,323.453125,0.00019054518233925874,"[0.4631099918115826, 1.631719018434171]",0.37012397124103164,0.17953649741174668,"step 0\nj = 0.0003206809767287086, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.00020992706581628867, m = [-1.12891843], [-0.20679336], D = [0.32338283], [0.81318767]\nj = 0.00019938240580708098, m = [-0.69944349], [0.00901729], D = [0.49686174], [1.00905807]\nj = 0.00019545512427805874, m = [-0.76389657], [0.07122481], D = [0.46584768], [1.07382261]\nj = 0.00020045421940487993, m = [-0.95917289], [0.34512852], D = [0.38320971], [1.41217141]\nj = 0.00019204355388427485, m = [-0.84741132], [0.18836652], D = [0.4285228], [1.20727592]\nj = 0.00019118173509353082, m = [-0.83303141], [0.29954045], D = [0.43472944], [1.34923863]\nj = 0.00019058393349110655, m = [-0.7691046], [0.4543203], D = [0.46342783], [1.57510242]\nj = 0.00019054575474697512, m = [-0.77096139], [0.48359395], D = [0.46256814], [1.62189294]\nj = 0.00019054518233925874, m = [-0.76979069], [0.48963407], D = [0.46310999], [1.63171902]\nj = 0.00019054518233925874, m = [-0.76979069], [0.48963407], D = [0.46310999], [1.63171902]"
infer_D,L-BFGS-B,0.02,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 76 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",4.4409397919989715,315.46875,,,,,"step 0\nstep 0\nj = 0.00029051137062694626, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 0.00027298479541684896, m = [1.4729162], [1.7443293], D = [4.36193689], [5.72206243]\nj = 0.0006748075821118428, m = [-1.84575938], [-0.48869385], D = [0.15790537], [0.6134271]\nj = 0.00024510390895184303, m = [0.41255607], [1.03084929], D = [1.51067425], [2.80344575]\nj = 0.00019567242001461036, m = [-0.63888287], [0.32337202], D = [0.5278818], [1.38177931]\nj = 0.00019305089318205932, m = [-0.72704647], [0.26404976], D = [0.48333443], [1.30219299]\nj = 0.00019197042633377307, m = [-0.82308941], [0.19942575], D = [0.43907308], [1.22070157]"
infer_phi0,L-BFGS-B,0.02,20260212,,,0.5,0.2,True,,3.1072122090008634,303.328125,9.659500745715339e-05,0.4991435639467271,0.0008564360532729021,0.0017128721065458041,"step 0\nstep 0\nj = 0.04484003093282696, phi0 = [0.2]\nj = 9.659500745715339e-05, phi0 = [0.49914356]\nj = 9.659500745715339e-05, phi0 = [0.49914356]"
infer_phi0,L-BFGS-B,0.02,20260212,,,0.5,10.0,True,,3.414115249997849,314.46875,9.659500745715307e-05,0.4991435639348493,0.0008564360651506786,0.0017128721303013572,"step 0\nstep 0\nj = 45.133233104255986, phi0 = [10.]\nj = 36.132376668202696, phi0 = [9.]\nj = 9.659500745715307e-05, phi0 = [0.49914356]\nj = 9.659500745715307e-05, phi0 = [0.49914356]"
infer_phi0,L-BFGS-B,0.02,20260212,,,1.5,0.2,True,,3.4056357499976,306.0,9.659500745715317e-05,1.4991435639461999,0.000856436053800147,0.000570957369200098,"step 0\nstep 0\nj = 0.8439835948794898, phi0 = [0.2]\nj = 0.04484003093271919, phi0 = [1.2]\nj = 9.659500745715317e-05, phi0 = [1.49914356]\nj = 9.659500745715317e-05, phi0 = [1.49914356]"
infer_phi0,L-BFGS-B,0.02,20260212,,,1.5,10.0,True,,3.7462821249973786,323.09375,9.659500745715349e-05,1.499143563935639,0.0008564360643610325,0.0005709573762406883,"step 0\nstep 0\nj = 36.132376668202866, phi0 = [10.]\nj = 28.131520232149512, phi0 = [9.]\nj = 9.659500745715349e-05, phi0 = [1.49914356]\nj = 9.659500745715349e-05, phi0 = [1.49914356]"
infer_D,CG,0.02,20260212,"[1.0, 3.0]","[0.3, 0.3]",,,True,,14.501493125000707,343.78125,0.00019075873608292914,"[0.8677857085487545, 2.2909537264207507]",0.7212677983527163,0.2280849045729626,"j = 0.00019076147528725455, m = [-0.14167884], [0.85944328], D = [0.86789995], [2.36184545]\nj = 0.00019075954923749937, m = [-0.14236198], [0.84544275], D = [0.86730726], [2.32900875]\nj = 0.00019075878363263214, m = [-0.14316597], [0.82896517], D = [0.86661022], [2.29094678]\nj = 0.00019075878362770184, m = [-0.1431659], [0.82896517], D = [0.86661028], [2.29094678]\nj = 0.00019075878360798486, m = [-0.14316562], [0.82896518], D = [0.86661053], [2.29094678]\nj = 0.0001907587835291575, m = [-0.1431645], [0.82896518], D = [0.8666115], [2.29094679]\nj = 0.00019075878321450493, m = [-0.14316001], [0.82896519], D = [0.86661539], [2.29094681]\nj = 0.00019075878196638226, m = [-0.14314204], [0.82896523], D = [0.86663097], [2.29094691]\nj = 0.0001907587771416982, m = [-0.14307015], [0.82896539], D = [0.86669327], [2.29094727]\nj = 0.00019075876052631474, m = [-0.14278262], [0.82896603], D = [0.8669425], [2.29094875]\nj = 0.00019075873608292914, m = [-0.14181047], [0.82896821], D = [0.86778571], [2.29095373]\nj = 0.00019075873608292914, m = [-0.14181047], [0.82896821], D = [0.86778571], [2.29095373]"
infer_D,CG,0.02,20260212,"[1.0, 3.0]","[10.0, 10.0]",,,True,,14.366333750000194,337.21875,0.0001907587347703234,"[0.8678189368699947, 2.2922025616319006]",0.7200340597573297,0.22769476217309476,"j = 0.00019075914674821968, m = [-0.14097919], [0.84116918], D = [0.86850738], [2.31907681]\nj = 0.00019075909486313924, m = [-0.13976697], [0.83946747], D = [0.86956085], [2.31513377]\nj = 0.00019075909485360968, m = [-0.13976699], [0.83946734], D = [0.86956082], [2.31513347]\nj = 0.00019075909481549292, m = [-0.1397671], [0.83946682], D = [0.86956073], [2.31513226]\nj = 0.00019075909466304504, m = [-0.13976752], [0.83946472], D = [0.86956037], [2.3151274]\nj = 0.00019075909405357386, m = [-0.13976921], [0.83945632], D = [0.86955889], [2.31510796]\nj = 0.00019075909162081028, m = [-0.13977598], [0.83942275], D = [0.86955301], [2.31503023]\nj = 0.00019075908197170967, m = [-0.13980303], [0.83928843], D = [0.86952949], [2.31471932]\nj = 0.0001907590446873372, m = [-0.13991126], [0.83875119], D = [0.86943539], [2.31347608]\nj = 0.00019075891659303207, m = [-0.14034415], [0.83660222], D = [0.8690591], [2.30850982]\nj = 0.0001907587347703234, m = [-0.14177218], [0.82951317], D = [0.86781894], [2.29220256]\nj = 0.0001907587347703234, m = [-0.14177218], [0.82951317], D = [0.86781894], [2.29220256]"
infer_D,CG,0.02,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,True,,13.452665832999628,337.5625,0.00019054517873540308,"[0.4631867336634525, 1.6323772229781026]",0.3694613954984435,0.17921510096802162,"j = 0.00019054518038294653, m = [-0.76955215], [0.4903832], D = [0.46322048], [1.63294185]\nj = 0.00019054518025761642, m = [-0.76954545], [0.49037189], D = [0.46322358], [1.63292337]\nj = 0.00019054518016342774, m = [-0.76953274], [0.4903504], D = [0.46322947], [1.63288828]\nj = 0.0001905451801632852, m = [-0.76953274], [0.49035038], D = [0.46322947], [1.63288826]\nj = 0.00019054518016271312, m = [-0.76953276], [0.49035032], D = [0.46322946], [1.63288816]\nj = 0.00019054518016042594, m = [-0.76953283], [0.49035007], D = [0.46322942], [1.63288775]\nj = 0.00019054518015129633, m = [-0.76953313], [0.49034907], D = [0.46322929], [1.63288611]\nj = 0.00019054518011507048, m = [-0.76953431], [0.49034505], D = [0.46322874], [1.63287956]\nj = 0.0001905451799748622, m = [-0.76953904], [0.490329], D = [0.46322655], [1.63285335]\nj = 0.00019054517948913113, m = [-0.76955797], [0.4902648], D = [0.46321778], [1.63274851]\nj = 0.00019054517873540308, m = [-0.76962499], [0.49003737], D = [0.46318673], [1.63237722]\nj = 0.00019054517873540308, m = [-0.76962499], [0.49003737], D = [0.46318673], [1.63237722]"
infer_D,CG,0.02,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,True,,28.31037945800199,352.078125,0.00019054517885370512,"[0.4631916041274386, 1.6325135962617234]",0.3693252156828759,0.1791490440546496,"j = 0.00019054518897100602, m = [-0.76940004], [0.49089923], D = [0.46329094], [1.63378472]\nj = 0.00019054518839894258, m = [-0.7694143], [0.4908784], D = [0.46328434], [1.63375067]\nj = 0.00019054518671476306, m = [-0.76947132], [0.49079506], D = [0.46325792], [1.63361452]\nj = 0.00019054518596883305, m = [-0.76954216], [0.49069151], D = [0.4632251], [1.63344537]\nj = 0.00019054518596652256, m = [-0.76954217], [0.4906914], D = [0.4632251], [1.6334452]\nj = 0.00019054518595728652, m = [-0.76954222], [0.49069098], D = [0.46322507], [1.63344451]\nj = 0.0001905451859203997, m = [-0.76954244], [0.49068931], D = [0.46322498], [1.63344178]\nj = 0.00019054518577379907, m = [-0.76954328], [0.49068262], D = [0.46322458], [1.63343086]\nj = 0.0001905451852025028, m = [-0.76954667], [0.49065588], D = [0.46322301], [1.63338717]\nj = 0.00019054518315906276, m = [-0.76956023], [0.49054888], D = [0.46321673], [1.63321242]\nj = 0.00019054517885370512, m = [-0.76961448], [0.49012091], D = [0.4631916], [1.6325136]\nj = 0.00019054517885370512, m = [-0.76961448], [0.49012091], D = [0.4631916], [1.6325136]"
infer_phi0,CG,0.02,20260212,,,0.5,0.2,True,,3.0835728329984704,301.46875,9.659500745715339e-05,0.4991435639467271,0.0008564360532729021,0.0017128721065458041,"step 0\nstep 0\nj = 0.04484003093282696, phi0 = [0.2]\nj = 9.659500745715339e-05, phi0 = [0.49914356]\nj = 9.659500745715339e-05, phi0 = [0.49914356]"
infer_phi0,CG,0.02,20260212,,,0.5,10.0,True,,3.5639270410028985,310.171875,9.6595007457153e-05,0.49914356394574,0.0008564360542600014,0.0017128721085200027,"step 0\nstep 0\nj = 45.133233104255986, phi0 = [10.]\nj = 36.0474181038421, phi0 = [8.99]\nj = 9.90515810218677, phi0 = [4.95]\nj = 9.6595007457153e-05, phi0 = [0.49914356]\nj = 9.6595007457153e-05, phi0 = [0.49914356]"
infer_phi0,CG,0.02,20260212,,,1.5,0.2,True,,3.3754560830020637,303.484375,9.65950074571532e-05,1.4991435639463375,0.0008564360536624793,0.0005709573691083195,"step 0\nstep 0\nj = 0.8439835948794898, phi0 = [0.2]\nj = 0.041898595293255673, phi0 = [1.21]\nj = 9.65950074571532e-05, phi0 = [1.49914356]\nj = 9.65950074571532e-05, phi0 = [1.49914356]"
infer_phi0,CG,0.02,20260212,,,1.5,10.0,True,,4.807250917001511,313.125,9.659500745715347e-05,1.4991435639464175,0.0008564360535825433,0.0005709573690550288,"step 0\nstep 0\nj = 36.132376668202866, phi0 = [10.]\nj = 28.056561667789, phi0 = [8.99]\nj = 5.954301666133411, phi0 = [4.95]\nj = 0.49326366431146806, phi0 = [0.506]\nj = 28.056561667789, phi0 = [8.99]\nj = 21.000846667375136, phi0 = [7.98]\nj = 9.949716666547358, phi0 = [5.96]\nj = 0.08865666489133436, phi0 = [1.92]\nj = 9.659500745715347e-05, phi0 = [1.49914356]\nj = 9.659500745715347e-05, phi0 = [1.49914356]"
infer_D,SLSQP,0.02,20260212,"[1.0, 3.0]","[0.3, 0.3]",,,True,,4.739393500000006,322.9375,0.0001910137686856089,"[0.9094770499270255, 1.843394887867533]",1.1601421421105564,0.3668691578616102,"j = 0.00034443337641178423, m = [-1.20385322], [-1.20377687], D = [0.30003588], [0.30005879]\nj = 0.0003441702428609055, m = [-1.20325539], [-1.20279751], D = [0.3002153], [0.30035279]\nj = 0.0003428615216884954, m = [-1.20026986], [-1.19790742], D = [0.30111294], [0.30182515]\nj = 0.0003364884553496883, m = [-1.18543897], [-1.17361935], D = [0.305612], [0.30924565]\nj = 0.0003085197880858324, m = [-1.1136901], [-1.05613745], D = [0.3283451], [0.3477966]\nj = 0.00023234397905570045, m = [-0.80949653], [-0.55812856], D = [0.4450821], [0.57227905]\nj = 0.00020421121344799917, m = [-0.55918244], [-0.14838548], D = [0.57167625], [0.86209873]\nj = 0.00019451001697347268, m = [-0.36068141], [0.17652829], D = [0.69720108], [1.19306818]\nj = 0.00019170760792071114, m = [-0.21929458], [0.40795647], D = [0.80308511], [1.5037417]\nj = 0.0001910945074243828, m = [-0.13371673], [0.54803949], D = [0.87483784], [1.72985828]\nj = 0.0001910137686856089, m = [-0.09488552], [0.61160892], D = [0.90947705], [1.84339489]\nj = 0.0001910137686856089, m = [-0.09488552], [0.61160892], D = [0.90947705], [1.84339489]"
infer_D,SLSQP,0.02,20260212,"[1.0, 3.0]","[10.0, 10.0]",,,True,,2.5716393749971758,295.34375,0.00022061748978147207,"[10.000000000000002, 10.000000000000002]",11.401754250991383,3.60555127546399,"step 0\nstep 0\nj = 0.00022061748978147207, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 0.00022061748978147207, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_D,SLSQP,0.02,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,True,,6.107904250002321,325.734375,0.00019054927610681556,"[0.4644862262946703, 1.6257602668501503]",0.3759210103078359,0.18234847439860152,"j = 0.00020983449834451713, m = [-1.12816133], [-0.20266509], D = [0.32362775], [0.81655167]\nj = 0.00020954931877500025, m = [-1.12381083], [-0.14701672], D = [0.32503876], [0.86327954]\nj = 0.00020953193373622652, m = [-1.12372787], [-0.14766265], D = [0.32506573], [0.8627221]\nj = 0.0002094424838367052, m = [-1.12294506], [-0.14648202], D = [0.32532029], [0.86374126]\nj = 0.00020899971762413999, m = [-1.11901314], [-0.14023991], D = [0.32660195], [0.8691497]\nj = 0.00020689570491425982, m = [-1.09959333], [-0.10932134], D = [0.33300648], [0.89644231]\nj = 0.00019881236581702213, m = [-1.00843391], [0.03728672], D = [0.36478983], [1.03799059]\nj = 0.0001906904169124331, m = [-0.79775934], [0.39177051], D = [0.45033689], [1.47959812]\nj = 0.00019058781527863736, m = [-0.77585784], [0.44025077], D = [0.46030874], [1.55309664]\nj = 0.00019056651665794774, m = [-0.76973294], [0.4625093], D = [0.46313674], [1.58805389]\nj = 0.00019054927610681556, m = [-0.76682337], [0.48597556], D = [0.46448623], [1.62576027]\nj = 0.00019054927610681556, m = [-0.76682337], [0.48597556], D = [0.46448623], [1.62576027]"
infer_D,SLSQP,0.02,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,True,,2.603231417000643,297.390625,0.00029051137062694626,"[10.000000000000002, 10.000000000000002]",12.419742348374223,6.024459946506312,"step 0\nstep 0\nj = 0.00029051137062694626, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 0.00029051137062694626, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_phi0,SLSQP,0.02,20260212,,,0.5,0.2,True,,3.0733223749994067,297.734375,9.659500745715339e-05,0.4991435639467271,0.0008564360532729021,0.0017128721065458041,"step 0\nstep 0\nj = 0.04484003093282696, phi0 = [0.2]\nj = 9.659500745715339e-05, phi0 = [0.49914356]\nj = 9.659500745715339e-05, phi0 = [0.49914356]"
infer_phi0,SLSQP,0.02,20260212,,,0.5,10.0,True,,3.087002874999598,303.015625,9.65950074571533e-05,0.4991435639476176,0.0008564360523823922,0.0017128721047647844,"step 0\nstep 0\nj = 45.133233104255986, phi0 = [10.]\nj = 9.65950074571533e-05, phi0 = [0.49914356]\nj = 9.65950074571533e-05, phi0 = [0.49914356]"
infer_phi0,SLSQP,0.02,20260212,,,1.5,0.2,True,,3.141355209001631,299.609375,9.65950074571531e-05,1.499143563946776,0.0008564360532239412,0.0005709573688159608,"step 0\nstep 0\nj = 0.8439835948794898, phi0 = [0.2]\nj = 9.65950074571531e-05, phi0 = [1.49914356]\nj = 9.65950074571531e-05, phi0 = [1.49914356]"
infer_phi0,SLSQP,0.02,20260212,,,1.5,10.0,True,,3.135077957998874,304.203125,9.659500745715308e-05,1.4991435639475466,0.0008564360524534465,0.0005709573683022976,"step 0\nstep 0\nj = 36.132376668202866, phi0 = [10.]\nj = 9.659500745715308e-05, phi0 = [1.49914356]\nj = 9.659500745715308e-05, phi0 = [1.49914356]"
infer_D,TNC,0.02,20260212,"[1.0, 3.0]","[0.3, 0.3]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",5.354044666000846,323.203125,,,,,"/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:131: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, **kwargs)\nj = 0.00034448605889881, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.00034448605136001685, m = [-1.20397279], [-1.20397278], D = [0.30000001], [0.30000001]\nj = 0.00022384468246063226, m = [-0.75260036], [-0.46441679], D = [0.47113983], [0.62850154]\nj = 0.0002141053668542806, m = [1.50426187], [3.23336326], D = [4.5008302], [25.36482208]\nj = 0.000214105366637432, m = [1.50426186], [3.23336325], D = [4.50083015], [25.3648219]\nj = 0.00020977521208822214, m = [1.28306571], [3.08767455], D = [3.60768289], [21.92603084]\nj = 0.00019403429657352783, m = [0.17708491], [2.35923104], D = [1.19373245], [10.58281054]\nj = 0.004964077862810189, m = [-16.90180003], [-8.8896107], D = [4.56711042e-08], [0.00013781]\nj = 0.004916894664152242, m = [-8.36235756], [-3.26518983], D = [0.00023349], [0.03818968]\nj = 0.004785366938524702, m = [-4.09263633], [-0.4529794], D = [0.01669516], [0.63573123]"
infer_D,TNC,0.02,20260212,"[1.0, 3.0]","[10.0, 10.0]",,,True,,6.212029457998142,325.0,0.00019075876522510541,"[0.8675126354585354, 2.2989184466408203]",0.7134901864942945,0.22562540775002782,"j = 0.00019262860730913354, m = [0.09974272], [0.43223481], D = [1.10488661], [1.54069684]\nj = 0.00019305988050975954, m = [-0.37661244], [0.43112099], D = [0.68618196], [1.53898174]\nj = 0.00019150531918141984, m = [-0.1384348], [0.4316779], D = [0.87072002], [1.53983905]\nj = 0.00019150531909897705, m = [-0.1384348], [0.43167792], D = [0.87072002], [1.53983908]\nj = 0.00019084213065619237, m = [-0.14931126], [0.67765694], D = [0.86130099], [1.96925823]\nj = 0.0001948251031723194, m = [-0.20369358], [1.90755212], D = [0.81571229], [6.73657828]\nj = 0.00019136453108491958, m = [-0.17650242], [1.29260453], D = [0.83819675], [3.64226059]\nj = 0.00019084842258499754, m = [-0.16290684], [0.98513073], D = [0.84967034], [2.67816199]\nj = 0.00019076423289582064, m = [-0.15610905], [0.83139384], D = [0.8554659], [2.29651748]\nj = 0.00019076423289526108, m = [-0.15610905], [0.83139384], D = [0.8554659], [2.29651748]\nj = 0.00019075876522510541, m = [-0.1421252], [0.83243877], D = [0.86751264], [2.29891845]\nj = 0.00019075876522510541, m = [-0.1421252], [0.83243877], D = [0.86751264], [2.29891845]"
infer_D,TNC,0.02,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",3.614813749998575,295.125,,,,,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:131: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, **kwargs)\nj = 0.0003206809767287086, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.0003206809689049794, m = [-1.2039728], [-1.20397277], D = [0.3], [0.30000001]\nj = 0.00022393451268569515, m = [-1.15431319], [-0.54419049], D = [0.315274], [0.58031136]"
infer_D,TNC,0.02,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,True,,6.539484625001933,327.953125,0.00019054522668984563,"[0.4629216348303699, 1.629579663265345]",0.37227144804600265,0.180578176670036,"j = 0.000195224458873055, m = [-0.6515336], [0.31485978], D = [0.52124578], [1.37006719]\nj = 0.00019245260586375627, m = [-0.75856689], [0.24284075], D = [0.46833713], [1.27486558]\nj = 0.00019197253096807398, m = [-0.81208353], [0.20683123], D = [0.44393216], [1.22977501]\nj = 0.00019197252872785043, m = [-0.81208374], [0.20683125], D = [0.44393206], [1.22977502]\nj = 0.00019182795228442663, m = [-0.84075166], [0.20867254], D = [0.43138615], [1.23204148]\nj = 0.00019182795217812548, m = [-0.84075166], [0.20867255], D = [0.43138615], [1.2320415]\nj = 0.0001906017210575715, m = [-0.78622643], [0.42715493], D = [0.45556065], [1.53289013]\nj = 0.0001906017210547595, m = [-0.78622643], [0.42715493], D = [0.45556065], [1.53289013]\nj = 0.00019054654636592826, m = [-0.7689515], [0.48482187], D = [0.46349879], [1.62388572]\nj = 0.00019054654636571752, m = [-0.7689515], [0.48482187], D = [0.46349879], [1.62388572]\nj = 0.00019054522668984563, m = [-0.77019749], [0.48832211], D = [0.46292163], [1.62957966]\nj = 0.00019054522668984563, m = [-0.77019749], [0.48832211], D = [0.46292163], [1.62957966]"
infer_phi0,TNC,0.02,20260212,,,0.5,0.2,True,,3.8257991669997864,309.015625,9.65950074571532e-05,0.4991435639463593,0.000856436053640719,0.001712872107281438,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 0.04484003093282696, phi0 = [0.2]\nj = 0.04484002901264692, phi0 = [0.20000001]\nj = 9.659500789085594e-05, phi0 = [0.49914263]\nj = 9.659500787029982e-05, phi0 = [0.49914265]\nj = 9.65950074571532e-05, phi0 = [0.49914356]\nj = 9.65950074571532e-05, phi0 = [0.49914356]"
infer_phi0,TNC,0.02,20260212,,,0.5,10.0,True,,3.8524549160028982,306.03125,9.659500745715309e-05,0.499143563946463,0.0008564360535370241,0.0017128721070740482,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 45.133233104255986, phi0 = [10.]\nj = 45.13323154694429, phi0 = [9.99999984]\nj = 9.659521419209077e-05, phi0 = [0.49912323]\nj = 9.659520802699463e-05, phi0 = [0.49912354]\nj = 9.659500745715309e-05, phi0 = [0.49914356]\nj = 9.659500745715309e-05, phi0 = [0.49914356]"
infer_phi0,TNC,0.02,20260212,,,1.5,0.2,True,,3.8407614579991787,319.046875,9.659500745715334e-05,1.4991435639463349,0.0008564360536651439,0.0005709573691100959,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 0.8439835948794898, phi0 = [0.2]\nj = 0.8439835586637896, phi0 = [0.20000003]\nj = 9.659500775008549e-05, phi0 = [1.4991428]\nj = 9.65950077222743e-05, phi0 = [1.49914284]\nj = 9.659500745715334e-05, phi0 = [1.49914356]\nj = 9.659500745715334e-05, phi0 = [1.49914356]"
infer_phi0,TNC,0.02,20260212,,,1.5,10.0,True,,3.8563706659988384,305.59375,9.659500745715319e-05,1.4991435639464927,0.0008564360535072701,0.0005709573690048467,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 36.132376668202866, phi0 = [10.]\nj = 36.132375274803934, phi0 = [9.99999984]\nj = 9.659526569150937e-05, phi0 = [1.49912084]\nj = 9.659525912989279e-05, phi0 = [1.49912113]\nj = 9.659500745715319e-05, phi0 = [1.49914356]\nj = 9.659500745715319e-05, phi0 = [1.49914356]"
infer_D,Newton-CG,0.02,20260212,"[1.0, 3.0]","[0.3, 0.3]",,,True,,10.13140058299905,353.875,0.0001910472093507996,"[0.8780202197785, 1.7645182098408976]",1.2414887517000006,0.39259321448512396,"step 0\nstep 0\nj = 0.00034448605889881, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.00022019222427270105, m = [-0.61021305], [-0.50558808], D = [0.54323512], [0.60315077]\nj = 0.00019669537720412488, m = [-0.25369743], [-0.02847135], D = [0.77592654], [0.97193014]\nj = 0.0001910472093507996, m = [-0.13008566], [0.56787768], D = [0.87802022], [1.76451821]\nj = 0.0001910472093507996, m = [-0.13008566], [0.56787768], D = [0.87802022], [1.76451821]"
infer_D,Newton-CG,0.02,20260212,"[1.0, 3.0]","[10.0, 10.0]",,,True,,4.469754041001579,315.90625,0.00022061748978147207,"[10.000000000000002, 10.000000000000002]",11.401754250991383,3.60555127546399,"step 0\nstep 0\nj = 0.00022061748978147207, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 0.00022061748978147207, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_D,Newton-CG,0.02,20260212,"[0.5, 2.0]","[0.3, 0.3]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 27 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",9.623448959002417,353.6875,,,,,"step 0\nstep 0\nj = 0.0003206809767287086, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.00021871164735409043, m = [-0.94095453], [-0.51325504], D = [0.39025515], [0.59854412]\nj = 0.0001956908061878704, m = [-0.94555352], [0.00609652], D = [0.38846449], [1.00611514]\nj = 0.00019091258128903994, m = [-0.80062735], [0.33465236], D = [0.44904716], [1.39745449]"
infer_D,Newton-CG,0.02,20260212,"[0.5, 2.0]","[10.0, 10.0]",,,False,SciPyConvergenceError: SciPy minimization failed because: Warning: Desired error not necessarily achieved due to precision loss.,38.75569691700002,369.28125,,,,,"j = 0.0001905451787354059, m = [-0.76962509], [0.49003731], D = [0.46318669], [1.63237713]\nj = 0.0001905451787354035, m = [-0.769625], [0.49003727], D = [0.46318673], [1.63237705]\nj = 0.00019054517873540348, m = [-0.76962499], [0.49003726], D = [0.46318674], [1.63237704]\nj = 0.0001905451787354035, m = [-0.76962499], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.0001905451787354035, m = [-0.76962499], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.00019054517873540332, m = [-0.76962498], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.00019054517873540357, m = [-0.76962498], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.00019054517873540335, m = [-0.76962498], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.00019054517873540386, m = [-0.76962498], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.00019054517873540384, m = [-0.76962498], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.00019054517873540348, m = [-0.76962498], [0.49003726], D = [0.46318674], [1.63237703]\nj = 0.00019054517873540346, m = [-0.76962498], [0.49003726], D = [0.46318674], [1.63237703]"
infer_phi0,Newton-CG,0.02,20260212,,,0.5,0.2,True,,5.933955792002962,335.84375,9.65950074571533e-05,0.49914356394668685,0.0008564360533131476,0.0017128721066262953,"step 0\nstep 0\nj = 0.04484003093282696, phi0 = [0.2]\nj = 9.65950074571533e-05, phi0 = [0.49914356]\nj = 9.65950074571533e-05, phi0 = [0.49914356]"
infer_phi0,Newton-CG,0.02,20260212,,,0.5,10.0,True,,5.9151779580024595,329.765625,9.659500745715328e-05,0.49914356394768156,0.0008564360523184433,0.0017128721046368867,"step 0\nstep 0\nj = 45.133233104255986, phi0 = [10.]\nj = 9.659500745715328e-05, phi0 = [0.49914356]\nj = 9.659500745715328e-05, phi0 = [0.49914356]"
