problem,method,noise_std,seed,d_true,d_guess,phi_true,phi_guess,success,failure_reason,time_s,peak_rss_mib,objective,estimate,error_abs,error_rel,log_tail
infer_phi0,SLSQP,0.0,20260211,,,1.5,0.2,True,,3.218647834000876,300.109375,8.328186806141547e-26,1.5000000000004081,4.0811798385220754e-13,2.720786559014717e-13,"step 0\nstep 0\nj = 0.845000000000403, phi0 = [0.2]\nj = 8.328186806141547e-26, phi0 = [1.5]\nj = 8.328186806141547e-26, phi0 = [1.5]"
infer_phi0,SLSQP,0.0,20260211,,,1.5,10.0,True,,3.3745004170014,308.5625,7.124758621666999e-25,1.5000000000011937,1.1937117960769683e-12,7.958078640513122e-13,"step 0\nstep 0\nj = 36.12499999999888, phi0 = [10.]\nj = 7.124758621666999e-25, phi0 = [1.5]\nj = 7.124758621666999e-25, phi0 = [1.5]"
infer_D,TNC,0.0,20260211,"[1.0, 3.0]","[0.3, 0.3]",,,True,,10.628705708997586,347.109375,2.8005199092783198e-11,"[0.9991273601980677, 3.007970545454778]",0.008018172801243399,0.0025355688724741712,"j = 1.0871883822481107e-06, m = [0.04730763], [2.06554043], D = [1.04844449], [7.88956047]\nj = 1.087188283378387e-06, m = [0.04730762], [2.06554038], D = [1.04844448], [7.88956007]\nj = 4.4334055051474386e-07, m = [-0.13116117], [0.93854264], D = [0.87707641], [2.55625332]\nj = 2.9615457348492814e-07, m = [-0.04192677], [1.50204153], D = [0.95894], [4.49084794]\nj = 2.013885471470577e-07, m = [-0.08654397], [1.22029209], D = [0.91709522], [3.38817723]\nj = 2.0138853409373649e-07, m = [-0.08654397], [1.22029209], D = [0.91709523], [3.38817723]\nj = 2.4639038444914583e-08, m = [-0.01377331], [1.20786923], D = [0.98632111], [3.34634675]\nj = 2.4639036634345934e-08, m = [-0.01377331], [1.20786922], D = [0.98632111], [3.34634673]\nj = 1.488585448945925e-09, m = [-0.00735015], [1.08354891], D = [0.99267679], [2.95514853]\nj = 1.4885853589384596e-09, m = [-0.00735015], [1.08354891], D = [0.99267679], [2.95514853]\nj = 2.8005199092783198e-11, m = [-0.00087302], [1.10126561], D = [0.99912736], [3.00797055]\nj = 2.8005199092783198e-11, m = [-0.00087302], [1.10126561], D = [0.99912736], [3.00797055]"
infer_D,TNC,0.0,20260211,"[1.0, 3.0]","[10.0, 10.0]",,,True,,6.803320416001952,330.421875,4.600169589974129e-11,"[0.9989279558358849, 2.9893615060726595]",0.010692372596008528,0.0033812250994554346,"j = 1.0889590021680302e-06, m = [-0.13645371], [0.62445601], D = [0.87244671], [1.86722993]\nj = 1.1607625235658647e-06, m = [-0.00253148], [0.51002183], D = [0.99747172], [1.66532755]\nj = 1.003274662870998e-06, m = [-0.0694926], [0.56723892], D = [0.93286704], [1.76339146]\nj = 1.0032745943934766e-06, m = [-0.06949259], [0.56723893], D = [0.93286704], [1.76339148]\nj = 2.2386893780847573e-07, m = [0.03471424], [0.80722091], D = [1.03532381], [2.24166952]\nj = 2.2386893129053862e-07, m = [0.03471424], [0.80722092], D = [1.03532381], [2.24166953]\nj = 1.410201539699429e-08, m = [-0.0018607], [1.01500249], D = [0.99814103], [2.75937027]\nj = 1.4101983690062422e-08, m = [-0.00186068], [1.01500258], D = [0.99814105], [2.75937051]\nj = 3.970005966606621e-09, m = [0.01077429], [1.06812622], D = [1.01083254], [2.90992183]\nj = 3.9700054840833305e-09, m = [0.01077429], [1.06812622], D = [1.01083254], [2.90992183]\nj = 4.600169589974129e-11, m = [-0.00107262], [1.09505982], D = [0.99892796], [2.98936151]\nj = 4.600169589974129e-11, m = [-0.00107262], [1.09505982], D = [0.99892796], [2.98936151]"
infer_D,TNC,0.0,20260211,"[0.5, 2.0]","[0.3, 0.3]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 66 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",3.4374042080016807,306.828125,,,,,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:131: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, **kwargs)\nj = 0.00014270766139973126, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.00014270765340605086, m = [-1.2039728], [-1.20397277], D = [0.3], [0.30000001]\nj = 3.8377114198751586e-05, m = [-1.11509042], [-0.51326855], D = [0.32788563], [0.59853604]"
infer_D,TNC,0.0,20260211,"[0.5, 2.0]","[10.0, 10.0]",,,True,,7.928290042000299,321.6875,1.863672340904437e-09,"[0.5016480557054321, 2.0255261004334195]",0.02557924727088793,0.012407757449607437,"j = 4.621903449857534e-06, m = [-0.8211463], [0.13408679], D = [0.43992708], [1.14349206]\nj = 4.621902860993825e-06, m = [-0.82114629], [0.13408682], D = [0.43992708], [1.1434921]\nj = 5.27997846293072e-07, m = [-0.74730147], [0.48919922], D = [0.47364297], [1.63100963]\nj = 1.5219132417863546e-05, m = [-0.37807733], [2.26476138], D = [0.68517751], [9.62882671]\nj = 5.286738425572982e-06, m = [-0.5626894], [1.3769803], D = [0.56967492], [3.96291673]\nj = 7.007429426068791e-07, m = [-0.65499544], [0.93308976], D = [0.51944443], [2.54235232]\nj = 4.2405146716214295e-08, m = [-0.70114845], [0.71114449], D = [0.49601533], [2.03632048]\nj = 4.24051411526126e-08, m = [-0.70114845], [0.71114449], D = [0.49601533], [2.03632048]\nj = 2.187882312454909e-09, m = [-0.69070666], [0.70690813], D = [0.50122175], [2.02771213]\nj = 2.1878354209291865e-09, m = [-0.6907066], [0.70690805], D = [0.50122178], [2.02771198]\nj = 1.863672340904437e-09, m = [-0.68985649], [0.70582947], D = [0.50164806], [2.0255261]\nj = 1.863672340904437e-09, m = [-0.68985649], [0.70582947], D = [0.50164806], [2.0255261]"
infer_phi0,TNC,0.0,20260211,,,0.5,0.2,True,,3.304741791002016,304.3125,5.542856402036952e-26,0.500000000000333,3.3295588508508445e-13,6.659117701701689e-13,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 0.0450000000001049, phi0 = [0.2]\nj = 0.04499999806891462, phi0 = [0.20000001]\nj = 5.542856402036952e-26, phi0 = [0.5]\nj = 5.542856402036952e-26, phi0 = [0.5]"
infer_phi0,TNC,0.0,20260211,,,0.5,10.0,True,,3.2596407079981873,300.015625,3.8988621339284334e-25,0.49999999999911693,8.830713937868495e-13,1.766142787573699e-12,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 45.12499999999843, phi0 = [10.]\nj = 45.1249984428271, phi0 = [9.99999984]\nj = 3.8988621339284334e-25, phi0 = [0.5]\nj = 3.8988621339284334e-25, phi0 = [0.5]"
infer_phi0,TNC,0.0,20260211,,,1.5,0.2,True,,3.786190582999552,309.890625,3.083995632301328e-32,1.5000000000000002,2.220446049250313e-16,1.4802973661668753e-16,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 0.845000000000403, phi0 = [0.2]\nj = 0.8449999637369645, phi0 = [0.20000003]\nj = 6.339161534710206e-12, phi0 = [1.49999644]\nj = 6.2072105677875256e-12, phi0 = [1.49999648]\nj = 3.083995632301328e-32, phi0 = [1.5]\nj = 3.083995632301328e-32, phi0 = [1.5]"
infer_phi0,TNC,0.0,20260211,,,1.5,10.0,True,,3.278474457998527,309.53125,4.315439465511163e-25,1.499999999999071,9.29034627006331e-13,6.193564180042207e-13,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 36.12499999999888, phi0 = [10.]\nj = 36.12499860674031, phi0 = [9.99999984]\nj = 4.315439465511163e-25, phi0 = [1.5]\nj = 4.315439465511163e-25, phi0 = [1.5]"
infer_D,Newton-CG,0.0,20260211,"[1.0, 3.0]","[0.3, 0.3]",,,True,,9.9670130409977,346.9375,5.177721438752438e-07,"[1.05149115288233, 1.973625878382407]",1.0276649144304952,0.3249761801042404,"step 0\nstep 0\nj = 0.00017384076102928164, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 3.44492022761426e-05, m = [-0.55732008], [-0.47020642], D = [0.57274191], [0.62487327]\nj = 7.177674360522164e-06, m = [-0.11426731], [0.02308922], D = [0.89201948], [1.02335784]\nj = 5.177721438752438e-07, m = [0.0502093], [0.6798724], D = [1.05149115], [1.97362588]\nj = 5.177721438752438e-07, m = [0.0502093], [0.6798724], D = [1.05149115], [1.97362588]"
infer_D,Newton-CG,0.0,20260211,"[1.0, 3.0]","[10.0, 10.0]",,,True,,4.420274583000719,313.34375,3.0285916974059464e-05,"[10.000000000000002, 10.000000000000002]",11.401754250991383,3.60555127546399,"step 0\nstep 0\nj = 3.0285916974059464e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 3.0285916974059464e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_D,Newton-CG,0.0,20260211,"[0.5, 2.0]","[0.3, 0.3]",,,True,,10.043036125000071,351.46875,7.258880163361994e-07,"[0.47879962608079374, 1.571738672780085]",0.42878575098349203,0.20799164024290934,"step 0\nstep 0\nj = 0.00014270766139973126, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 3.217050452395967e-05, m = [-0.87371404], [-0.48460984], D = [0.41739843], [0.61593747]\nj = 6.393515986954107e-06, m = [-0.87271989], [0.06875538], D = [0.4178136], [1.07117415]\nj = 7.258880163361994e-07, m = [-0.73647309], [0.45218244], D = [0.47879963], [1.57173867]\nj = 7.258880163361994e-07, m = [-0.73647309], [0.45218244], D = [0.47879963], [1.57173867]"
infer_D,Newton-CG,0.0,20260211,"[0.5, 2.0]","[10.0, 10.0]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 44 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",4.696239708002395,315.953125,,,,,"step 0\nstep 0\nj = 9.285178036008254e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_phi0,Newton-CG,0.0,20260211,,,0.5,0.2,True,,5.972554374999163,330.015625,5.297705871291148e-26,0.5000000000003255,3.255173908200959e-13,6.510347816401918e-13,"step 0\nstep 0\nj = 0.0450000000001049, phi0 = [0.2]\nj = 5.297705871291148e-26, phi0 = [0.5]\nj = 5.297705871291148e-26, phi0 = [0.5]"
infer_phi0,Newton-CG,0.0,20260211,,,0.5,10.0,True,,5.892814499999076,327.703125,9.598507012824629e-25,0.5000000000013856,1.3855583347321954e-12,2.7711166694643907e-12,"step 0\nstep 0\nj = 45.12499999999843, phi0 = [10.]\nj = 9.598507012824629e-25, phi0 = [0.5]\nj = 9.598507012824629e-25, phi0 = [0.5]"
infer_phi0,Newton-CG,0.0,20260211,,,1.5,0.2,True,,5.929425834001449,326.765625,2.2710714642847696e-26,1.5000000000002132,2.1316282072803006e-13,1.4210854715202004e-13,"step 0\nstep 0\nj = 0.845000000000403, phi0 = [0.2]\nj = 2.2710714642847696e-26, phi0 = [1.5]\nj = 2.2710714642847696e-26, phi0 = [1.5]"
infer_phi0,Newton-CG,0.0,20260211,,,1.5,10.0,True,,5.914528541998152,329.828125,8.500272652949233e-25,1.5000000000013038,1.3038459201197838e-12,8.692306134131892e-13,"step 0\nstep 0\nj = 36.12499999999888, phi0 = [10.]\nj = 8.500272652949233e-25, phi0 = [1.5]\nj = 8.500272652949233e-25, phi0 = [1.5]"
infer_D,BFGS,0.005,20260211,"[1.0, 3.0]","[0.3, 0.3]",,,True,,9.497786584001005,328.921875,1.1798575925711153e-05,"[0.9606941458554199, 2.663500294045509]",0.3387875474061791,0.10713402927057959,"j = 1.2115323441005641e-05, m = [0.06402105], [0.77231784], D = [1.06611484], [2.16477805]\nj = 1.210024575759307e-05, m = [0.06747214], [0.79544158], D = [1.06980045], [2.21541907]\nj = 1.2073678414371326e-05, m = [0.06862165], [0.82744161], D = [1.07103091], [2.28745904]\nj = 1.2027384971320788e-05, m = [0.06462174], [0.87407184], D = [1.06675543], [2.39664978]\nj = 1.195091312012331e-05, m = [0.04897629], [0.94497406], D = [1.05019545], [2.57274664]\nj = 1.1852168905005533e-05, m = [0.00535823], [1.05537535], D = [1.00537261], [2.87305336]\nj = 1.1825271428212766e-05, m = [-0.01971638], [1.07156247], D = [0.98047672], [2.91993826]\nj = 1.1807037613336991e-05, m = [-0.03652426], [1.03975183], D = [0.9641347], [2.82851497]\nj = 1.1798801988950958e-05, m = [-0.04274167], [0.98508132], D = [0.95815888], [2.67802965]\nj = 1.1798579900801518e-05, m = [-0.04053574], [0.97962233], D = [0.96027484], [2.66345014]\nj = 1.1798575925711153e-05, m = [-0.04009919], [0.97964116], D = [0.96069415], [2.66350029]\nj = 1.1798575925711153e-05, m = [-0.04009919], [0.97964116], D = [0.96069415], [2.66350029]"
infer_D,BFGS,0.005,20260211,"[1.0, 3.0]","[10.0, 10.0]",,,True,,9.9208063340011,325.75,1.1798575983584154e-05,"[0.9606444022009148, 2.663232103043096]",0.33905969901906535,0.10722009116714049,"j = 1.3468928132688373e-05, m = [0.23112405], [0.54913615], D = [1.26001554], [1.73175639]\nj = 1.3332156723569115e-05, m = [0.2328872], [0.59549902], D = [1.2622391], [1.8139359]\nj = 1.3087146277027316e-05, m = [0.22198773], [0.66748674], D = [1.24855606], [1.94933197]\nj = 1.2664148569846099e-05, m = [0.18196813], [0.78576304], D = [1.19957597], [2.19408048]\nj = 1.2036388552761283e-05, m = [0.07359887], [0.99465066], D = [1.07637495], [2.70377965]\nj = 1.185843574001322e-05, m = [-0.03803164], [1.14879371], D = [0.96268248], [3.15438552]\nj = 1.183605451144722e-05, m = [-0.01878697], [1.09514032], D = [0.9813884], [2.98960217]\nj = 1.1818373131038799e-05, m = [-0.01874122], [1.04883244], D = [0.9814333], [2.85431658]\nj = 1.1800081142109979e-05, m = [-0.03267455], [0.96817945], D = [0.96785349], [2.63314631]\nj = 1.1798645532521048e-05, m = [-0.03840627], [0.97785549], D = [0.9623219], [2.6587484]\nj = 1.1798575983584154e-05, m = [-0.04015097], [0.97954046], D = [0.9606444], [2.6632321]\nj = 1.1798575983584154e-05, m = [-0.04015097], [0.97954046], D = [0.9606444], [2.6632321]"
infer_D,BFGS,0.005,20260211,"[0.5, 2.0]","[0.3, 0.3]",,,True,,8.335063708000234,323.9375,1.1795965442184087e-05,"[0.48939030545131684, 1.8682553956705583]",0.13217112539559275,0.06411241301915126,"j = 2.6853785401074054e-05, m = [-0.99959821], [0.22614246], D = [0.36802728], [1.25375426]\nj = 2.3738922558457334e-05, m = [-0.93633725], [0.40689548], D = [0.39206123], [1.50214709]\nj = 1.8885140351781893e-05, m = [-0.8090626], [0.75155123], D = [0.44527527], [2.12028652]\nj = 1.6657661069179625e-05, m = [-0.67002094], [1.105193], D = [0.51169786], [3.01980723]\nj = 1.59511198913195e-05, m = [-0.68283751], [1.04962421], D = [0.5051815], [2.85657745]\nj = 1.3916009554365425e-05, m = [-0.73410381], [0.82734906], D = [0.47993538], [2.28724735]\nj = 1.2261692728944834e-05, m = [-0.74275544], [0.66991715], D = [0.47580106], [1.95407542]\nj = 1.1859978119309368e-05, m = [-0.72255339], [0.6527465], D = [0.48551097], [1.9208091]\nj = 1.1798659712807594e-05, m = [-0.71637167], [0.6304743], D = [0.48852156], [1.87850134]\nj = 1.1795984689545593e-05, m = [-0.71476983], [0.62537335], D = [0.48930472], [1.86894359]\nj = 1.1795965442184087e-05, m = [-0.71459494], [0.62500505], D = [0.48939031], [1.8682554]\nj = 1.1795965442184087e-05, m = [-0.71459494], [0.62500505], D = [0.48939031], [1.8682554]"
infer_D,BFGS,0.005,20260211,"[0.5, 2.0]","[10.0, 10.0]",,,True,,9.058799624999665,336.71875,1.1795965436020617e-05,"[0.4893911691541476, 1.868229689368646]",0.13219667944316685,0.06412480855295244,"j = 1.6082203505107872e-05, m = [-0.76029452], [0.13538038], D = [0.46752871], [1.14497223]\nj = 1.5940234939575342e-05, m = [-0.74341646], [0.15772085], D = [0.47548665], [1.17083931]\nj = 1.563575581823218e-05, m = [-0.71994554], [0.19992187], D = [0.48677876], [1.22130734]\nj = 1.5122432805737503e-05, m = [-0.69794922], [0.26065933], D = [0.49760474], [1.29778547]\nj = 1.4250117441112478e-05, m = [-0.68115335], [0.35082687], D = [0.50603302], [1.42024142]\nj = 1.285338679203777e-05, m = [-0.67782996], [0.49274149], D = [0.50771757], [1.63679735]\nj = 1.1827401846648698e-05, m = [-0.70349553], [0.67691629], D = [0.49485251], [1.96780025]\nj = 1.1805846825615791e-05, m = [-0.70568729], [0.64560845], D = [0.4937691], [1.90714709]\nj = 1.1797497564358524e-05, m = [-0.71118207], [0.63113755], D = [0.49106338], [1.87974766]\nj = 1.1795965820440383e-05, m = [-0.71460719], [0.62484006], D = [0.48938431], [1.86794717]\nj = 1.1795965436020617e-05, m = [-0.71459317], [0.62499129], D = [0.48939117], [1.86822969]\nj = 1.1795965436020617e-05, m = [-0.71459317], [0.62499129], D = [0.48939117], [1.86822969]"
infer_phi0,BFGS,0.005,20260211,,,0.5,0.2,True,,3.037468499998795,298.703125,6.640682368051085e-06,0.5001512064601974,0.00015120646019739503,0.00030241292039479006,"step 0\nstep 0\nj = 0.045052014052118894, phi0 = [0.2]\nj = 6.640682368051085e-06, phi0 = [0.50015121]\nj = 6.640682368051085e-06, phi0 = [0.50015121]"
infer_phi0,BFGS,0.005,20260211,,,0.5,10.0,True,,3.79944075000094,311.734375,6.640682368051065e-06,0.5001512064595335,0.00015120645953348166,0.0003024129190669633,"step 0\nstep 0\nj = 45.12357019074337, phi0 = [10.]\nj = 36.0387729092681, phi0 = [8.99]\nj = 20.023646330526592, phi0 = [6.82844319]\nj = 0.739626865669093, phi0 = [1.7163915]\nj = 6.640682368051065e-06, phi0 = [0.50015121]\nj = 6.640682368051065e-06, phi0 = [0.50015121]"
infer_phi0,BFGS,0.005,20260211,,,1.5,0.2,True,,3.2911197079993144,295.59375,6.640682368051063e-06,1.500151206459702,0.00015120645970201352,0.00010080430646800902,"step 0\nstep 0\nj = 0.8452032205122532, phi0 = [0.2]\nj = 0.04210050198741275, phi0 = [1.21]\nj = 6.640682368051063e-06, phi0 = [1.50015121]\nj = 6.640682368051063e-06, phi0 = [1.50015121]"
infer_phi0,BFGS,0.005,20260211,,,1.5,10.0,True,,3.826968959001533,305.84375,6.640682368051059e-06,1.500151206459826,0.0001512064598259144,0.00010080430655060961,"step 0\nstep 0\nj = 36.1237213972037, phi0 = [10.]\nj = 28.048924115728397, phi0 = [8.99]\nj = 14.1091521599559, phi0 = [6.81224035]\nj = 7.032641152214721e-05, phi0 = [1.5114371]\nj = 6.640682368051059e-06, phi0 = [1.50015121]\nj = 6.640682368051059e-06, phi0 = [1.50015121]"
infer_D,L-BFGS-B,0.005,20260211,"[1.0, 3.0]","[0.3, 0.3]",,,True,,4.358470708000823,322.59375,1.1799363135941967e-05,"[0.9549229114034089, 2.6564475758276274]",0.346497059253118,0.10957199097901743,"step 0\nstep 0\nj = 0.00017953985259998363, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 4.236951579199938e-05, m = [-0.65930155], [-0.36532316], D = [0.51721245], [0.69397235]\nj = 2.313215063181219e-05, m = [-0.32671638], [-0.11340532], D = [0.72128829], [0.89278872]\nj = 1.4971914773896012e-05, m = [-0.15207125], [0.23600509], D = [0.85892708], [1.26618076]\nj = 1.2869513495093944e-05, m = [-0.05763631], [0.46630177], D = [0.94399321], [1.59408798]\nj = 1.2108799850546649e-05, m = [-0.03011503], [0.67128912], D = [0.97033391], [1.95675819]\nj = 1.1858859149324755e-05, m = [-0.04648072], [0.832864], D = [0.95458296], [2.29989622]\nj = 1.1805553462886061e-05, m = [-0.03150208], [0.93357926], D = [0.96898894], [2.54359711]\nj = 1.1799363135941967e-05, m = [-0.04612466], [0.97698973], D = [0.95492291], [2.65644758]\nj = 1.1799363135941967e-05, m = [-0.04612466], [0.97698973], D = [0.95492291], [2.65644758]"
infer_D,L-BFGS-B,0.005,20260211,"[1.0, 3.0]","[10.0, 10.0]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",4.40938108300179,320.421875,,,,,"step 0\nstep 0\nj = 4.390076985228905e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 2.8997710200560616e-05, m = [1.55065948], [1.64333713], D = [4.71457832], [5.17240174]\nj = 0.0001995923152337807, m = [-1.45704298], [-0.9936547], D = [0.23292402], [0.37022117]\nj = 1.6112273555755306e-05, m = [0.61629588], [0.82413736], D = [1.85205509], [2.27991317]\nj = 0.0046794381604991645, m = [-3.80247249], [-0.16171782], D = [0.02231553], [0.85068122]\nj = 1.605809532635271e-05, m = [0.61024118], [0.82278651], D = [1.84087532], [2.27683544]\nj = 1.5519072781573914e-05, m = [-0.36695942], [0.60476688], D = [0.69283776], [1.83082536]\nj = 1.389781006284719e-05, m = [0.35442077], [0.76571136], D = [1.42535481], [2.15052364]"
infer_D,L-BFGS-B,0.005,20260211,"[0.5, 2.0]","[0.3, 0.3]",,,True,,4.6263355420014705,308.328125,1.1795969378889574e-05,"[0.48933400349386497, 1.8671628707596395]",0.1332646479239304,0.06464284935895462,"step 0\nj = 0.00015026036839184482, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 3.305175410352308e-05, m = [-1.09262198], [-0.21019164], D = [0.3353361], [0.81042892]\nj = 2.1366394617957623e-05, m = [-0.66361234], [0.03051775], D = [0.51498766], [1.03098819]\nj = 1.751021257098136e-05, m = [-0.71514647], [0.11676891], D = [0.48912047], [1.12385968]\nj = 2.1269155014835104e-05, m = [-0.9041775], [0.47098602], D = [0.40487476], [1.6015726]\nj = 1.3508942019734989e-05, m = [-0.80199863], [0.27951743], D = [0.44843182], [1.32249147]\nj = 1.2427831041788167e-05, m = [-0.77800855], [0.41878163], D = [0.45931981], [1.52010837]\nj = 1.1866223086120536e-05, m = [-0.70897594], [0.58450249], D = [0.49214793], [1.79409819]\nj = 1.1796312282154476e-05, m = [-0.7162488], [0.62150394], D = [0.48858159], [1.86172587]\nj = 1.1795969378889574e-05, m = [-0.71470999], [0.6244201], D = [0.489334], [1.86716287]\nj = 1.1795969378889574e-05, m = [-0.71470999], [0.6244201], D = [0.489334], [1.86716287]"
infer_D,L-BFGS-B,0.005,20260211,"[0.5, 2.0]","[10.0, 10.0]",,,True,,5.089046832999884,318.25,1.1795970919988698e-05,"[0.48944590739699717, 1.8679722565276788]",0.13244891059221967,0.06424715863173076,"j = 0.0003166357401138387, m = [-1.77608256], [-0.58955429], D = [0.16930007], [0.55457441]\nj = 5.625814703406883e-05, m = [0.32608961], [0.9010734], D = [1.38553953], [2.46224466]\nj = 1.6985516141513495e-05, m = [-0.67970894], [0.18787246], D = [0.50676447], [1.2066796]\nj = 0.004565890373955043, m = [-32.07644889], [-19.93941243], D = [1.17320863e-14], [2.18989458e-09]\nj = 7.58884734380539e-05, m = [-1.29320632], [-0.20541795], D = [0.27438959], [0.8143069]\nj = 1.604226079771128e-05, m = [-0.76703752], [0.13188935], D = [0.46438677], [1.14098206]\nj = 1.4013605530247839e-05, m = [-0.7877051], [0.2361782], D = [0.45488752], [1.26639996]\nj = 1.1980915329866366e-05, m = [-0.74572075], [0.5051717], D = [0.47439226], [1.65727004]\nj = 1.1814594919433174e-05, m = [-0.71558911], [0.5949831], D = [0.48890401], [1.81300031]\nj = 1.1799260175754972e-05, m = [-0.71697484], [0.62963521], D = [0.48822699], [1.87692578]\nj = 1.1795970919988698e-05, m = [-0.71448133], [0.62485349], D = [0.48944591], [1.86797226]\nj = 1.1795970919988698e-05, m = [-0.71448133], [0.62485349], D = [0.48944591], [1.86797226]"
